QueryID,FieldOID,QueryStatus,MarkingGroup,OpenDate,ResponseDate,error
Query_13_1,SMPTAK,Open,Site from System,2025-11-07,,None is not of type 'string'
Query_13_1,DVCRDAT,Open,Site from System,2025-08-26,,None is not of type 'string'
Query_13_2,MHTERM,Open,Site from Data Manager,2025-11-11,,None is not of type 'string'
Query_13_2,MHSTDAT,Open,Site from System,2025-11-07,,None is not of type 'string'
Query_13_3,MHTERM,Open,Site from Data Manager,2025-11-11,,None is not of type 'string'
Query_13_0,FARESDAT,Open,Site from System,2025-11-07,,None is not of type 'string'
Query_13_0,FARESDAT,Open,Site from System,2025-11-07,,None is not of type 'string'
Query_13_1,CMTRT,Open,Site from System,2025-11-11,,None is not of type 'string'
Query_13_1,NUMCY,Open,Site from System,2025-11-07,,None is not of type 'string'
Query_13_1,SMPTAK,Open,Site from Data Manager,2025-11-11,,None is not of type 'string'
Query_13_26,CMTRT,Open,DM from System,2025-11-07,,None is not of type 'string'
Query_13_0,VSDAT,Open,Site from Field Monitor,2025-11-13,,None is not of type 'string'
Query_13_0,QSRESCD_3,Open,Site from Clinical Review,2025-11-13,,None is not of type 'string'
Query_13_0,SVSTDT,Open,Site from Data Manager,2025-11-11,,None is not of type 'string'
Query_13_18,CMTRT,Open,DM from System,2025-10-31,,None is not of type 'string'
Query_13_34,CMTRT,Open,DM from System,2025-11-03,,None is not of type 'string'
Query_13_1,PRTRT,Open,Site from Clinical Review,2025-11-13,,None is not of type 'string'
Query_13_4,ECREASCH,Open,DM from System,2025-11-05,,None is not of type 'string'
Query_13_5,ECTYCHG,Open,Site from Clinical Review,2025-11-13,,None is not of type 'string'
Query_13_0,CMYN,Open,Site from Field Monitor,2025-11-10,,None is not of type 'string'
Query_13_3,CMDSTXT,Open,Site from Field Monitor,2025-11-13,,None is not of type 'string'
Query_13_0,AEYN,Open,Site from Field Monitor,2025-11-13,,None is not of type 'string'
Query_13_0,AEYN,Open,Site from Field Monitor,2025-11-13,,None is not of type 'string'
Query_13_0,B1RSFLT,Open,Site from Clinical Review,2025-11-10,,None is not of type 'string'
Query_13_0,CMYN,Open,Site from Clinical Review,2025-11-13,,None is not of type 'string'
Query_13_1,SMPTAK,Open,Site from System,2025-11-07,,None is not of type 'string'
Query_13_1,DVCRDAT,Open,Site from System,2025-08-26,,None is not of type 'string'
Query_13_2,MHTERM,Open,Site from Data Manager,2025-11-11,,None is not of type 'string'
Query_13_2,MHSTDAT,Open,Site from System,2025-11-07,,None is not of type 'string'
Query_13_3,MHTERM,Open,Site from Data Manager,2025-11-11,,None is not of type 'string'
Query_13_0,FARESDAT,Open,Site from System,2025-11-07,,None is not of type 'string'
Query_13_0,FARESDAT,Open,Site from System,2025-11-07,,None is not of type 'string'
Query_13_1,CMTRT,Open,Site from System,2025-11-11,,None is not of type 'string'
Query_13_1,NUMCY,Open,Site from System,2025-11-07,,None is not of type 'string'
Query_13_1,SMPTAK,Open,Site from Data Manager,2025-11-11,,None is not of type 'string'
Query_13_26,CMTRT,Open,DM from System,2025-11-07,,None is not of type 'string'
Query_13_0,VSDAT,Open,Site from Field Monitor,2025-11-13,,None is not of type 'string'
Query_13_0,QSRESCD_3,Open,Site from Clinical Review,2025-11-13,,None is not of type 'string'
Query_13_0,SVSTDT,Open,Site from Data Manager,2025-11-11,,None is not of type 'string'
Query_13_18,CMTRT,Open,DM from System,2025-10-31,,None is not of type 'string'
Query_13_34,CMTRT,Open,DM from System,2025-11-03,,None is not of type 'string'
Query_13_1,PRTRT,Open,Site from Clinical Review,2025-11-13,,None is not of type 'string'
Query_13_4,ECREASCH,Open,DM from System,2025-11-05,,None is not of type 'string'
Query_13_5,ECTYCHG,Open,Site from Clinical Review,2025-11-13,,None is not of type 'string'
Query_13_0,CMYN,Open,Site from Field Monitor,2025-11-10,,None is not of type 'string'
Query_13_3,CMDSTXT,Open,Site from Field Monitor,2025-11-13,,None is not of type 'string'
Query_13_0,AEYN,Open,Site from Field Monitor,2025-11-13,,None is not of type 'string'
Query_13_0,AEYN,Open,Site from Field Monitor,2025-11-13,,None is not of type 'string'
Query_13_0,B1RSFLT,Open,Site from Clinical Review,2025-11-10,,None is not of type 'string'
Query_13_0,CMYN,Open,Site from Clinical Review,2025-11-13,,None is not of type 'string'
