QueryID,FieldOID,QueryStatus,MarkingGroup,OpenDate,ResponseDate,error
Query_21_10,CMSTDAT,Open,Site from Data Manager,2025-11-10,,None is not of type 'string'
Query_21_9,CMSTDAT,Open,Site from Data Manager,2025-11-10,,None is not of type 'string'
Query_21_0,SSTAT,Open,Site from Data Manager,2025-11-10,,None is not of type 'string'
Query_21_0,SVSTDT,Open,Site from Data Manager,2025-11-05,,None is not of type 'string'
Query_21_0,SVSTDT,Open,Site from Data Manager,2025-11-05,,None is not of type 'string'
Query_21_0,SVSTDT,Open,Site from Data Manager,2025-11-05,,None is not of type 'string'
Query_21_0,SVSTDT,Open,Site from Data Manager,2025-11-05,,None is not of type 'string'
Query_21_0,SVSTDT,Open,Site from Data Manager,2025-11-05,,None is not of type 'string'
Query_21_0,SSTAT,Open,Site from Data Manager,2025-11-05,,None is not of type 'string'
Query_21_3,AECONTRT,Open,DM from System,2025-11-01,,None is not of type 'string'
Query_21_4,AECONTRT,Open,DM from System,2025-11-01,,None is not of type 'string'
Query_21_5,AECONTRT,Open,DM from System,2025-11-01,,None is not of type 'string'
Query_21_0,INV_RTNL,Open,Site from Safety,2025-11-03,,None is not of type 'string'
Query_21_0,INV_RTNL,Open,Site from Safety,2025-11-03,,None is not of type 'string'
Query_21_0,SSTAT,Open,Site from Data Manager,2025-11-05,,None is not of type 'string'
Query_21_0,SVSTDT,Open,Site from Data Manager,2025-11-05,,None is not of type 'string'
Query_21_1,AECONTRT,Open,DM from System,2025-11-01,,None is not of type 'string'
Query_21_1,DRUG_ACN,Open,Site from Safety,2025-11-03,,None is not of type 'string'
Query_21_1,DSDECOD,Open,Site from Data Manager,2025-11-05,,None is not of type 'string'
Query_21_0,INV_RTNL,Open,Site from Safety,2025-11-06,,None is not of type 'string'
Query_21_1,AEACN,Open,Site from Data Manager,2025-10-27,,None is not of type 'string'
Query_21_1,AECONTRT,Open,Site from Data Manager,2025-09-15,,None is not of type 'string'
Query_21_0,SVSTDT,Open,Site from Data Manager,2025-11-05,,None is not of type 'string'
Query_21_0,SVSTDT,Open,Site from Data Manager,2025-11-05,,None is not of type 'string'
Query_21_1,PRTAMDVN,Open,Site from Data Manager,2025-11-03,,None is not of type 'string'
Query_21_0,SSTAT,Open,Site from Data Manager,2025-10-29,,None is not of type 'string'
Query_21_1,ECDOSDIS,Open,Site from Data Manager,2025-11-04,,None is not of type 'string'
Query_21_0,FADAT,Open,Site from Data Manager,2025-11-02,,None is not of type 'string'
Query_21_1,AECONTRT,Open,Site from Data Manager,2025-10-31,,None is not of type 'string'
