Dictionary,DictionaryVersion,VerbatimTerm,CodingStatus,error
WHODrug,202509,1,Coded Term,202509 is not of type 'string'
WHODrug,202509,5,Coded Term,202509 is not of type 'string'
WHODrug,202509,6,Coded Term,202509 is not of type 'string'
WHODrug,202509,7,Coded Term,202509 is not of type 'string'
WHODrug,202509,8,Coded Term,202509 is not of type 'string'
WHODrug,202509,1,Coded Term,202509 is not of type 'string'
WHODrug,202509,2,Coded Term,202509 is not of type 'string'
WHODrug,202509,1,Coded Term,202509 is not of type 'string'
WHODrug,202509,2,Coded Term,202509 is not of type 'string'
WHODrug,202509,3,Coded Term,202509 is not of type 'string'
WHODrug,202509,4,Coded Term,202509 is not of type 'string'
WHODrug,202509,1,Coded Term,202509 is not of type 'string'
WHODrug,202509,2,Coded Term,202509 is not of type 'string'
WHODrug,202509,3,Coded Term,202509 is not of type 'string'
WHODrug,202509,4,Coded Term,202509 is not of type 'string'
WHODrug,202509,5,Coded Term,202509 is not of type 'string'
WHODrug,202509,1,Coded Term,202509 is not of type 'string'
WHODrug,202509,1,Coded Term,202509 is not of type 'string'
WHODrug,202509,2,Coded Term,202509 is not of type 'string'
WHODrug,202509,3,Coded Term,202509 is not of type 'string'
WHODrug,202509,1,Coded Term,202509 is not of type 'string'
WHODrug,202509,2,Coded Term,202509 is not of type 'string'
WHODrug,202509,1,Coded Term,202509 is not of type 'string'
WHODrug,202509,2,Coded Term,202509 is not of type 'string'
WHODrug,202509,3,Coded Term,202509 is not of type 'string'
WHODrug,202509,1,Coded Term,202509 is not of type 'string'
WHODrug,202509,1,Coded Term,202509 is not of type 'string'
WHODrug,202509,2,Coded Term,202509 is not of type 'string'
WHODrug,202509,3,Coded Term,202509 is not of type 'string'
WHODrug,202509,1,Coded Term,202509 is not of type 'string'
WHODrug,202509,2,Coded Term,202509 is not of type 'string'
WHODrug,202509,3,Coded Term,202509 is not of type 'string'
WHODrug,202509,1,Coded Term,202509 is not of type 'string'
WHODrug,202509,1,Coded Term,202509 is not of type 'string'
WHODrug,202509,2,Coded Term,202509 is not of type 'string'
WHODrug,202509,3,Coded Term,202509 is not of type 'string'
WHODrug,202509,4,Coded Term,202509 is not of type 'string'
WHODrug,202509,1,Coded Term,202509 is not of type 'string'
WHODrug,202509,2,Coded Term,202509 is not of type 'string'
WHODrug,202509,3,Coded Term,202509 is not of type 'string'
WHODrug,202509,1,Coded Term,202509 is not of type 'string'
WHODrug,202509,1,Coded Term,202509 is not of type 'string'
WHODrug,202509,2,Coded Term,202509 is not of type 'string'
WHODrug,202509,3,Coded Term,202509 is not of type 'string'
WHODrug,202509,4,Coded Term,202509 is not of type 'string'
WHODrug,202509,5,Coded Term,202509 is not of type 'string'
WHODrug,202509,1,Coded Term,202509 is not of type 'string'
WHODrug,202509,1,Coded Term,202509 is not of type 'string'
WHODrug,202509,2,Coded Term,202509 is not of type 'string'
WHODrug,202509,3,Coded Term,202509 is not of type 'string'
WHODrug,202509,1,Coded Term,202509 is not of type 'string'
WHODrug,202509,2,Coded Term,202509 is not of type 'string'
WHODrug,202509,3,Coded Term,202509 is not of type 'string'
WHODrug,202509,4,Coded Term,202509 is not of type 'string'
WHODrug,202509,1,Coded Term,202509 is not of type 'string'
WHODrug,202509,1,Coded Term,202509 is not of type 'string'
WHODrug,202509,2,Coded Term,202509 is not of type 'string'
WHODrug,202509,1,Coded Term,202509 is not of type 'string'
WHODrug,202509,2,Coded Term,202509 is not of type 'string'
WHODrug,202509,3,Coded Term,202509 is not of type 'string'
WHODrug,202509,4,Coded Term,202509 is not of type 'string'
WHODrug,202509,1,Coded Term,202509 is not of type 'string'
WHODrug,202509,2,Coded Term,202509 is not of type 'string'
WHODrug,202509,1,Coded Term,202509 is not of type 'string'
WHODrug,202509,2,Coded Term,202509 is not of type 'string'
WHODrug,202509,3,Coded Term,202509 is not of type 'string'
WHODrug,202509,1,Coded Term,202509 is not of type 'string'
WHODrug,202509,2,Coded Term,202509 is not of type 'string'
WHODrug,202509,3,Coded Term,202509 is not of type 'string'
WHODrug,202509,4,Coded Term,202509 is not of type 'string'
WHODrug,202509,5,Coded Term,202509 is not of type 'string'
WHODrug,202509,6,Coded Term,202509 is not of type 'string'
