QueryID,FieldOID,QueryStatus,MarkingGroup,OpenDate,ResponseDate,error
Query_17_0,UCASTQ_LBVALUE,Open,Site from Data Manager,2025-10-31,,None is not of type 'string'
Query_17_0,ALT_LBVALUE,Open,Site from Clinical Review,2025-11-07,,None is not of type 'string'
Query_17_0,VSDAT,Open,Site from Clinical Review,2025-11-12,,None is not of type 'string'
Query_17_12,CMDSTXT,Open,Site from System,2025-11-11,,None is not of type 'string'
Query_17_0,INVDT,Open,Site from Safety,2025-10-23,,None is not of type 'string'
Query_17_0,ECDOSFRM,Open,Site from Data Manager,2025-11-12,,None is not of type 'string'
Query_17_0,INVDT,Open,Site from Safety,2025-02-24,,None is not of type 'string'
Query_17_0,INVDT,Open,Site from Safety,2025-04-23,,None is not of type 'string'
Query_17_0,INVDT,Open,Site from Safety,2025-10-16,,None is not of type 'string'
Query_17_0,INVDT,Open,Site from Safety,2025-03-18,,None is not of type 'string'
Query_17_0,INVDT,Open,Site from Safety,2025-04-24,,None is not of type 'string'
Query_17_0,INVDT,Open,Site from Safety,2025-10-05,,None is not of type 'string'
Query_17_1,SENTVND,Open,Site from System,2025-11-13,,None is not of type 'string'
Query_17_2,SENTVND,Open,Site from System,2025-11-13,,None is not of type 'string'
Query_17_0,INVDT,Open,Site from Safety,2025-11-13,,None is not of type 'string'
Query_17_0,INVDT,Open,Site from Safety,2025-09-01,,None is not of type 'string'
Query_17_2,AECONTRT,Open,Site from System,2025-11-13,,None is not of type 'string'
Query_17_2,DSSCAT,Open,Site from Clinical Review,2025-11-07,,None is not of type 'string'
Query_17_0,FARSFLT_3,Open,Site from Clinical Review,2025-11-12,,None is not of type 'string'
Query_17_0,FARSFLT_2,Open,Site from Clinical Review,2025-11-12,,None is not of type 'string'
Query_17_0,DURSFLT,Open,Site from System,2025-11-12,,None is not of type 'string'
Query_17_0,INVDT,Open,Site from Safety,2025-07-18,,None is not of type 'string'
Query_17_0,INVDT,Open,Site from Safety,2025-03-21,,None is not of type 'string'
