QueryID,FieldOID,QueryStatus,MarkingGroup,OpenDate,ResponseDate,error
Query_1_1,AEACN_2,Open,Site from System,2025-09-29,,None is not of type 'string'
Query_1_10,AEACN_2,Open,Site from System,2025-09-29,,None is not of type 'string'
Query_1_12,AEACN_7,Open,Site from System,2025-09-29,,None is not of type 'string'
Query_1_2,AEACN_2,Open,Site from System,2025-09-29,,None is not of type 'string'
Query_1_3,AEACN_2,Open,Site from System,2025-09-29,,None is not of type 'string'
Query_1_6,AEACN_7,Open,Site from System,2025-09-29,,None is not of type 'string'
Query_1_7,AEACN_2,Open,Site from System,2025-09-29,,None is not of type 'string'
Query_1_8,AEACN_2,Open,Site from System,2025-09-29,,None is not of type 'string'
Query_1_9,AEACN_2,Open,Site from System,2025-09-29,,None is not of type 'string'
Query_1_4,ECENTIM,Open,Site from System,2025-09-29,,None is not of type 'string'
Query_1_0,FADAT,Open,Site from Data Manager,2025-09-09,,None is not of type 'string'
Query_1_0,FATIM,Open,Site from System,2025-09-29,,None is not of type 'string'
Query_1_0,FARESN,Open,Site from Data Manager,2025-09-09,,None is not of type 'string'
Query_1_2,ECENTIM,Open,Site from System,2025-09-29,,None is not of type 'string'
Query_1_0,RACECWT,Open,Site from System,2025-11-06,,None is not of type 'string'
Query_1_0,FARSFLT_2,Open,Site from System,2025-11-05,,None is not of type 'string'
Query_1_0,SSTAT,Open,Site from Clinical Review,2025-11-12,,None is not of type 'string'
Query_1_0,FARESCD_1,Open,Site from System,2025-11-06,,None is not of type 'string'
Query_1_0,RGMNUM,Open,Site from System,2025-11-06,,None is not of type 'string'
Query_1_1,CMENDAT,Open,Site from System,2025-11-06,,None is not of type 'string'
Query_1_1,RESTHY,Open,Site from System,2025-11-06,,None is not of type 'string'
Query_1_1,EGRESN,Open,Site from System,2025-11-06,,None is not of type 'string'
Query_1_4,EGRESN,Open,Site from System,2025-11-06,,None is not of type 'string'
Query_1_0,HBSAGC_LBVALUE,Open,Site from System,2025-11-06,,None is not of type 'string'
Query_1_1,MHTOXGR,Open,Site from System,2025-11-05,,None is not of type 'string'
Query_1_3,MHTOXGR,Open,Site from System,2025-11-06,,None is not of type 'string'
Query_1_4,MHTOXGR,Open,Site from System,2025-11-06,,None is not of type 'string'
Query_1_0,GNDRV1,Open,Site from System,2025-11-05,,None is not of type 'string'
Query_1_0,GNDRV1,Open,Site from Clinical Review,2025-11-12,,None is not of type 'string'
Query_1_1,ECSTDAT,Open,Site from Clinical Review,2025-11-12,,None is not of type 'string'
Query_1_0,SSTAT,Open,Site from Clinical Review,2025-11-12,,None is not of type 'string'
Query_1_1,EGRESN,Open,Site from System,2025-11-06,,None is not of type 'string'
Query_1_4,EGRESN,Open,Site from System,2025-11-06,,None is not of type 'string'
Query_1_1,ECREASCH,Open,Site from Data Manager,2025-10-16,,None is not of type 'string'
Query_1_0,FADAT,Open,Site from Data Manager,2025-09-09,,None is not of type 'string'
Query_1_0,FATIM,Open,Site from System,2025-09-29,,None is not of type 'string'
Query_1_0,FARESN,Open,Site from Data Manager,2025-09-09,,None is not of type 'string'
Query_1_0,SVSTDT,Open,Site from Clinical Review,2025-10-16,,None is not of type 'string'
Query_1_0,SVSTDT,Open,Site from Clinical Review,2025-10-16,,None is not of type 'string'
