QueryID,FieldOID,QueryStatus,MarkingGroup,OpenDate,ResponseDate,error
Query_22_0,SAE_OTHER,Open,Site from Safety,2025-05-30,,None is not of type 'string'
Query_22_0,SAE_OTHER,Open,Site from Safety,2025-04-08,,None is not of type 'string'
Query_22_0,CHGDAT,Open,Site from Clinical Review,2025-11-10,,None is not of type 'string'
Query_22_0,SAE_OTHER,Open,Site from Safety,2025-05-06,,None is not of type 'string'
Query_22_0,SAE_OTHER,Open,Site from Safety,2025-07-02,,None is not of type 'string'
Query_22_0,SAE_OTHER,Open,Site from Safety,2025-07-01,,None is not of type 'string'
Query_22_0,SAE_OTHER,Open,Site from Safety,2025-07-01,,None is not of type 'string'
Query_22_7,CMTRT,Open,Site from System,2025-11-10,,None is not of type 'string'
Query_22_0,SAE_OTHER,Open,Site from Safety,2025-09-24,,None is not of type 'string'
Query_22_0,FARESCD_2,Open,Site from Data Manager,2025-11-10,,None is not of type 'string'
Query_22_0,FARESCD_10,Open,Site from Clinical Review,2025-11-10,,None is not of type 'string'
Query_22_0,FARESCD_10,Open,Site from Clinical Review,2025-11-10,,None is not of type 'string'
Query_22_8,CMTRT,Open,Site from System,2025-11-11,,None is not of type 'string'
Query_22_0,SAE_OTHER,Open,Site from Safety,2025-10-21,,None is not of type 'string'
Query_22_1,MID,Open,Site from Safety,2025-11-11,,None is not of type 'string'
Query_22_7,AEENDPY,Open,Site from Clinical Review,2025-10-21,,None is not of type 'string'
Query_22_1,DSSTDAT,Open,Site from Data Manager,2025-10-15,,None is not of type 'string'
Query_22_0,SAE_OTHER,Open,Site from Safety,2025-08-26,,None is not of type 'string'
Query_22_1,DSSTDAT,Open,Site from Data Manager,2025-10-15,,None is not of type 'string'
Query_22_0,PRYN,Open,Site from Field Monitor,2025-11-10,,None is not of type 'string'
Query_22_0,SAE_OTHER,Open,Site from Safety,2025-10-21,,None is not of type 'string'
Query_22_0,SAE_OTHER,Open,Site from Safety,2025-04-07,,None is not of type 'string'
Query_22_0,SAE_OTHER,Open,Site from Safety,2025-07-09,,None is not of type 'string'
Query_22_0,FARESCD_10,Open,Site from Clinical Review,2025-11-11,,None is not of type 'string'
Query_22_0,SAE_OTHER,Open,Site from Safety,2025-05-15,,None is not of type 'string'
Query_22_0,FARESCD_10,Open,Site from Clinical Review,2025-11-11,,None is not of type 'string'
Query_22_2,VSRESN,Open,Site from Clinical Review,2025-11-12,,None is not of type 'string'
Query_22_0,FARESCD_10,Open,Site from Clinical Review,2025-11-11,,None is not of type 'string'
Query_22_0,SAE_OTHER,Open,Site from Safety,2025-09-30,,None is not of type 'string'
Query_22_17,CMTRT,Open,Site from System,2025-11-11,,None is not of type 'string'
Query_22_0,SAE_OTHER,Open,Site from Safety,2025-10-24,,None is not of type 'string'
Query_22_0,FARESCD_10,Open,Site from Clinical Review,2025-11-11,,None is not of type 'string'
Query_22_1,AETERM,Open,Site from System,2025-11-11,,None is not of type 'string'
Query_22_7,PRTRT,Open,Site from System,2025-11-11,,None is not of type 'string'
Query_22_0,SAE_OTHER,Open,Site from Safety,2025-10-15,,None is not of type 'string'
Query_22_0,SAE_OTHER,Open,Site from Safety,2025-04-28,,None is not of type 'string'
Query_22_4,CMINDRV2,Open,Site from Data Manager,2025-11-12,,None is not of type 'string'
Query_22_0,SAE_OTHER,Open,Site from Safety,2025-10-29,,None is not of type 'string'
Query_22_0,SAE_OTHER,Open,Site from Safety,2025-08-13,,None is not of type 'string'
Query_22_0,SAE_OTHER,Open,Site from Safety,2025-07-17,,None is not of type 'string'
Query_22_0,SAE_OTHER,Open,Site from Safety,2025-07-18,,None is not of type 'string'
Query_22_0,SAE_OTHER,Open,Site from Safety,2025-07-18,,None is not of type 'string'
Query_22_0,SAE_OTHER,Open,Site from Safety,2025-05-14,,None is not of type 'string'
Query_22_0,SAE_OTHER,Open,Site from Safety,2025-05-15,,None is not of type 'string'
Query_22_0,SAE_OTHER,Open,Site from Safety,2025-08-22,,None is not of type 'string'
Query_22_0,SAE_OTHER,Open,Site from Safety,2025-08-22,,None is not of type 'string'
Query_22_0,SAE_OTHER,Open,Site from Safety,2025-07-02,,None is not of type 'string'
Query_22_0,SAE_OTHER,Open,Site from Safety,2025-06-26,,None is not of type 'string'
Query_22_0,FARESCD_10,Open,Site from Clinical Review,2025-11-11,,None is not of type 'string'
Query_22_0,SAE_OTHER,Open,Site from Safety,2025-06-01,,None is not of type 'string'
Query_22_0,SAE_OTHER,Open,Site from Safety,2025-06-03,,None is not of type 'string'
Query_22_0,SAE_OTHER,Open,Site from Safety,2025-04-08,,None is not of type 'string'
Query_22_0,SAE_OTHER,Open,Site from Safety,2025-04-24,,None is not of type 'string'
Query_22_0,SAE_OTHER,Open,Site from Safety,2025-08-28,,None is not of type 'string'
Query_22_0,SAE_OTHER,Open,Site from Safety,2025-09-04,,None is not of type 'string'
Query_22_0,SAE_OTHER,Open,Site from Safety,2025-09-11,,None is not of type 'string'
Query_22_0,SAE_OTHER,Open,Site from Safety,2025-09-11,,None is not of type 'string'
Query_22_0,SAE_OTHER,Open,Site from Safety,2025-04-21,,None is not of type 'string'
Query_22_0,FARESCD_10,Open,Site from Clinical Review,2025-11-11,,None is not of type 'string'
