QueryID,FieldOID,QueryStatus,MarkingGroup,OpenDate,ResponseDate,error
Query_6_0,SAE_OTHER,Open,Site from Safety,2025-05-04,,None is not of type 'string'
Query_6_10,CMTRT,Open,DM from System,2025-11-13,,None is not of type 'string'
Query_6_0,SVSTDT,Open,Site from Data Manager,2025-11-14,,None is not of type 'string'
Query_6_0,SVSTDT,Open,Site from Data Manager,2025-11-14,,None is not of type 'string'
Query_6_0,SVSTDT,Open,Site from Data Manager,2025-11-14,,None is not of type 'string'
Query_6_0,SVSTDT,Open,Site from Data Manager,2025-11-14,,None is not of type 'string'
Query_6_8,ACCNNDC,Open,Site from System,2025-10-06,,None is not of type 'string'
Query_6_8,RDACTDAT,Open,Site from System,2025-10-06,,None is not of type 'string'
Query_6_8,RDACTTIM,Open,Site from System,2025-10-06,,None is not of type 'string'
Query_6_8,VOLSAMS,Open,Site from System,2025-10-06,,None is not of type 'string'
Query_6_9,SMPTAK,Open,Site from System,2025-10-06,,None is not of type 'string'
Query_6_0,SVSTDT,Open,Site from Data Manager,2025-11-14,,None is not of type 'string'
Query_6_6,PCTIM,Open,Site from Data Manager,2025-10-08,,None is not of type 'string'
Query_6_8,ACCNNDC,Open,Site from System,2025-10-06,,None is not of type 'string'
Query_6_8,RDACTDAT,Open,Site from System,2025-10-06,,None is not of type 'string'
Query_6_8,RDACTTIM,Open,Site from System,2025-10-06,,None is not of type 'string'
Query_6_8,VOLSAMS,Open,Site from System,2025-10-06,,None is not of type 'string'
Query_6_9,SMPTAK,Open,Site from System,2025-10-06,,None is not of type 'string'
Query_6_10,CMTRT,Open,DM from System,2025-11-12,,None is not of type 'string'
Query_6_1,CMLDOS,Open,Site from Field Monitor,2025-11-11,,None is not of type 'string'
Query_6_0,VEPRESP,Open,Site from Data Manager,2025-09-30,,None is not of type 'string'
Query_6_1,CMLDOS,Open,Site from Field Monitor,2025-11-11,,None is not of type 'string'
Query_6_1,CMLDOS,Open,Site from Field Monitor,2025-11-11,,None is not of type 'string'
Query_6_1,CMLDOS,Open,Site from Field Monitor,2025-11-11,,None is not of type 'string'
Query_6_0,FARESDAT,Open,Site from Medical Review,2025-11-06,,None is not of type 'string'
Query_6_0,SVSTDT,Open,Site from Data Manager,2025-11-04,,None is not of type 'string'
Query_6_0,FARESCD_10,Open,Site from System,2025-11-11,,None is not of type 'string'
Query_6_0,FARESCD_12,Open,Site from System,2025-11-11,,None is not of type 'string'
Query_6_0,FARESCD_14,Open,Site from System,2025-11-11,,None is not of type 'string'
Query_6_0,FARESCD_2,Open,Site from System,2025-11-11,,None is not of type 'string'
Query_6_0,FARESCD_4,Open,Site from System,2025-11-11,,None is not of type 'string'
Query_6_0,FARESCD_6,Open,Site from System,2025-11-11,,None is not of type 'string'
Query_6_0,FARESCD_8,Open,Site from System,2025-11-11,,None is not of type 'string'
