QueryID,FieldOID,QueryStatus,MarkingGroup,OpenDate,ResponseDate,error
Query_25_8,CMYN_2,Open,Site from Data Manager,2025-09-22,,None is not of type 'string'
Query_25_0,SSTAT,Open,Site from Data Manager,2025-09-23,,None is not of type 'string'
Query_25_1,PRSTDAT,Open,Site from Data Manager,2025-09-22,,None is not of type 'string'
Query_25_61,CMENDAT,Open,Site from Data Manager,2025-09-24,,None is not of type 'string'
Query_25_9,AECONTRT,Open,Site from Data Manager,2025-09-24,,None is not of type 'string'
Query_25_5,AEENDAT,Open,Site from System,2025-09-23,,None is not of type 'string'
Query_25_5,DSSTDAT,Open,Site from Data Manager,2025-09-24,,None is not of type 'string'
Query_25_4,EGRESN,Open,Site from Clinical Review,2025-09-22,,None is not of type 'string'
Query_25_3,DSSTDAT,Open,Site from Data Manager,2025-09-24,,None is not of type 'string'
Query_25_3,ECENDAT,Open,Site from Data Manager,2025-09-24,,None is not of type 'string'
Query_25_0,SVSTDT,Open,Site from Data Manager,2025-09-19,,None is not of type 'string'
Query_25_4,EGRESN,Open,Site from Clinical Review,2025-09-22,,None is not of type 'string'
Query_25_21,CMINDRV1,Open,Site from Medical Review,2025-09-11,,None is not of type 'string'
Query_25_23,CMINDRV1,Open,Site from Medical Review,2025-09-11,,None is not of type 'string'
Query_25_7,MHTERM,Open,Site from Medical Review,2025-09-11,,None is not of type 'string'
Query_25_28,ECSTDAT,Open,Site from Data Manager,2025-09-24,,None is not of type 'string'
Query_25_2,DVRLDPYN,Open,FM from Clinical Review,2025-09-19,,None is not of type 'string'
Query_25_5,DSDECOD,Open,Site from Data Manager,2025-09-24,,None is not of type 'string'
Query_25_1,SMPTAK,Open,Site from Data Manager,2025-09-23,,None is not of type 'string'
