QueryID,FieldOID,QueryStatus,MarkingGroup,OpenDate,ResponseDate,error
Query_24_0,LBDAT,Open,Site from Field Monitor,2025-11-13,,None is not of type 'string'
Query_24_0,LBDAT,Open,Site from Field Monitor,2025-11-13,,None is not of type 'string'
Query_24_3,ECENDAT,Open,Site from Clinical Review,2025-09-25,,None is not of type 'string'
Query_24_3,ECSTDAT,Open,Site from Clinical Review,2025-09-25,,None is not of type 'string'
Query_24_0,LBDAT,Open,Site from Field Monitor,2025-11-13,,None is not of type 'string'
Query_24_0,LBDAT,Open,Site from Field Monitor,2025-11-13,,None is not of type 'string'
Query_24_1,ECDOSPCB,Open,Site from Field Monitor,2025-11-11,,None is not of type 'string'
Query_24_0,LBDAT,Open,Site from Field Monitor,2025-11-13,,None is not of type 'string'
Query_24_0,LBDAT,Open,Site from Field Monitor,2025-11-13,,None is not of type 'string'
Query_24_0,LBDAT,Open,Site from Field Monitor,2025-11-13,,None is not of type 'string'
Query_24_0,LBDAT,Open,Site from Field Monitor,2025-11-13,,None is not of type 'string'
Query_24_2,PRTRT,Open,Site from System,2025-11-13,,None is not of type 'string'
Query_24_0,RPRESCD,Open,Site from Clinical Review,2025-11-13,,None is not of type 'string'
Query_24_4,VSRESN,Open,Site from System,2025-11-13,,None is not of type 'string'
Query_24_2,AECONTRT,Open,Site from System,2025-11-11,,None is not of type 'string'
Query_24_0,CMYN,Open,Site from Clinical Review,2025-11-12,,None is not of type 'string'
Query_24_1,MHTERM,Open,Site from System,2025-10-29,,None is not of type 'string'
Query_24_1,ZJDAT,Open,Site from Field Monitor,2025-11-06,,None is not of type 'string'
Query_24_7,MHTERM,Open,Site from System,2025-11-04,,None is not of type 'string'
Query_24_1,ASSDATE,Open,Site from Data Manager,2025-11-12,,None is not of type 'string'
Query_24_2,ASSDATE,Open,Site from Data Manager,2025-11-12,,None is not of type 'string'
Query_24_3,ASSDATE,Open,Site from Data Manager,2025-11-12,,None is not of type 'string'
Query_24_1,ECSTDAT,Open,Site from System,2025-11-14,,None is not of type 'string'
Query_24_1,MHTERM,Open,Site from System,2025-11-14,,None is not of type 'string'
Query_24_2,MHTERM,Open,Site from System,2025-11-14,,None is not of type 'string'
Query_24_0,PROCCUR,Open,Site from System,2025-11-11,,None is not of type 'string'
Query_24_0,PROCCUR,Open,Site from System,2025-11-11,,None is not of type 'string'
Query_24_0,SEX,Open,Site from System,2025-11-11,,None is not of type 'string'
Query_24_0,FARESCD_11,Open,Site from System,2025-11-06,,None is not of type 'string'
Query_24_0,FARESCD_9,Open,Site from System,2025-11-06,,None is not of type 'string'
Query_24_0,FARESCD_16,Open,Site from System,2025-11-06,,None is not of type 'string'
Query_24_0,FARESN_1,Open,Site from System,2025-11-06,,None is not of type 'string'
Query_24_0,FARESCD_15,Open,Site from System,2025-11-06,,None is not of type 'string'
Query_24_0,FARESN,Open,Site from System,2025-11-06,,None is not of type 'string'
Query_24_0,FARESCD_18,Open,Site from System,2025-11-06,,None is not of type 'string'
Query_24_0,FARESCD_1,Open,Site from System,2025-11-06,,None is not of type 'string'
Query_24_0,FARESCD_17,Open,Site from System,2025-11-06,,None is not of type 'string'
Query_24_0,CA_LBVALUE,Open,Site from Clinical Review,2025-11-13,,None is not of type 'string'
Query_24_0,PRYN,Open,Site from System,2025-11-10,,None is not of type 'string'
Query_24_0,REASND,Open,Site from Clinical Review,2025-11-13,,None is not of type 'string'
Query_24_3,EGRESN,Open,Site from Clinical Review,2025-11-12,,None is not of type 'string'
Query_24_0,RPRESCD,Open,Site from Clinical Review,2025-11-13,,None is not of type 'string'
Query_24_0,FARESN_6,Open,Site from Medical Review,2025-11-06,,None is not of type 'string'
Query_24_0,LBDAT,Open,Site from System,2025-11-05,,None is not of type 'string'
Query_24_0,TUMINV,Open,Site from System,2025-11-07,,None is not of type 'string'
Query_24_0,PROCCUR,Open,Site from System,2025-11-07,,None is not of type 'string'
Query_24_0,CMYN,Open,Site from System,2025-11-07,,None is not of type 'string'
Query_24_0,SEX,Open,Site from System,2025-11-07,,None is not of type 'string'
Query_24_0,LBDAT,Open,Site from System,2025-11-06,,None is not of type 'string'
Query_24_1,MIRESCD,Open,Site from System,2025-11-07,,None is not of type 'string'
Query_24_0,TUMINV,Open,Site from System,2025-11-07,,None is not of type 'string'
