QueryID,FieldOID,QueryStatus,MarkingGroup,OpenDate,ResponseDate,error
Query_8_7,ECSTDAT,Open,Site from Data Manager,2025-10-15,,None is not of type 'string'
Query_8_0,SVSTDT,Open,Site from Data Manager,2025-11-04,,None is not of type 'string'
Query_8_0,SVSTDT,Open,Site from Data Manager,2025-10-31,,None is not of type 'string'
Query_8_0,SVSTDT,Open,Site from Data Manager,2025-10-31,,None is not of type 'string'
Query_8_0,SVSTDT,Open,Site from Data Manager,2025-11-04,,None is not of type 'string'
Query_8_0,SVSTDT,Open,Site from Data Manager,2025-10-31,,None is not of type 'string'
Query_8_0,SVSTDT,Open,Site from Data Manager,2025-11-04,,None is not of type 'string'
Query_8_0,SVSTDT,Open,Site from Data Manager,2025-10-31,,None is not of type 'string'
Query_8_4,AEENDAT,Open,Site from Clinical Review,2025-11-13,,None is not of type 'string'
Query_8_10,AETERM,Open,Site from Clinical Review,2025-11-04,,None is not of type 'string'
Query_8_13,AESTDAT,Open,Site from Data Manager,2025-11-09,,None is not of type 'string'
Query_8_0,SVSTDT,Open,Site from Data Manager,2025-11-04,,None is not of type 'string'
Query_8_0,SVSTDT,Open,Site from Data Manager,2025-11-04,,None is not of type 'string'
Query_8_0,SVSTDT,Open,Site from Data Manager,2025-11-04,,None is not of type 'string'
Query_8_1,ZJDAT,Open,Site from Data Manager,2025-10-30,,None is not of type 'string'
Query_8_0,SVSTDT,Open,Site from Data Manager,2025-11-04,,None is not of type 'string'
Query_8_1,ZJDAT,Open,Site from Data Manager,2025-10-30,,None is not of type 'string'
Query_8_0,SVSTDT,Open,Site from Data Manager,2025-10-31,,None is not of type 'string'
Query_8_0,SVSTDT,Open,Site from Clinical Review,2025-11-05,,None is not of type 'string'
Query_8_0,SVSTDT,Open,Site from Clinical Review,2025-11-05,,None is not of type 'string'
Query_8_1,PRINDRV1,Open,Site from Data Manager,2025-11-09,,None is not of type 'string'
Query_8_4,CMINDRV1,Open,Site from Field Monitor,2025-10-29,,None is not of type 'string'
Query_8_3,AECONTRT,Open,Site from Data Manager,2025-10-29,,None is not of type 'string'
Query_8_10,AEENDAT,Open,Site from Clinical Review,2025-11-04,,None is not of type 'string'
Query_8_10,CMTRT,Open,Site from Data Manager,2025-11-09,,None is not of type 'string'
Query_8_26,CMTRT,Open,Site from Clinical Review,2025-11-13,,None is not of type 'string'
Query_8_11,ECDOSE,Open,Site from System,2025-11-12,,None is not of type 'string'
Query_8_13,ECDOSE,Open,Site from System,2025-11-12,,None is not of type 'string'
Query_8_13,ECENDAT,Open,Site from System,2025-11-12,,None is not of type 'string'
Query_8_9,CMINDRV1,Open,Site from Data Manager,2025-11-09,,None is not of type 'string'
Query_8_0,SVSTDT,Open,Site from Data Manager,2025-11-04,,None is not of type 'string'
Query_8_0,SVSTDT,Open,Site from Data Manager,2025-11-04,,None is not of type 'string'
Query_8_0,AEYN,Open,Site from Clinical Review,2025-10-28,,None is not of type 'string'
Query_8_0,AEYN,Open,Site from Clinical Review,2025-10-28,,None is not of type 'string'
Query_8_0,SVSTDT,Open,Site from Data Manager,2025-11-04,,None is not of type 'string'
Query_8_0,SVSTDT,Open,Site from Data Manager,2025-11-04,,None is not of type 'string'
Query_8_0,SVSTDT,Open,Site from Data Manager,2025-11-04,,None is not of type 'string'
Query_8_0,SVSTDT,Open,Site from Data Manager,2025-11-04,,None is not of type 'string'
Query_8_1,ZJDAT,Open,Site from Data Manager,2025-10-30,,None is not of type 'string'
Query_8_10,AESHOSP,Open,Site from Clinical Review,2025-11-04,,None is not of type 'string'
Query_8_0,PRYN,Open,Site from Clinical Review,2025-11-04,,None is not of type 'string'
Query_8_12,PRTRT,Open,Site from Data Manager,2025-11-09,,None is not of type 'string'
Query_8_1,ZJDAT,Open,Site from Clinical Review,2025-10-30,,None is not of type 'string'
