QueryID,FieldOID,QueryStatus,MarkingGroup,OpenDate,ResponseDate,error
Query_20_1,MHTERM,Open,Site from Data Manager,2025-11-12,,None is not of type 'string'
Query_20_4,MHTERM,Open,Site from System,2025-11-13,,None is not of type 'string'
Query_20_5,MHTERM,Open,Site from Data Manager,2025-11-12,,None is not of type 'string'
Query_20_5,MHTERM,Open,Site from System,2025-11-13,,None is not of type 'string'
Query_20_6,MHTERM,Open,Site from Data Manager,2025-11-12,,None is not of type 'string'
Query_20_6,MHTERM,Open,Site from System,2025-11-13,,None is not of type 'string'
Query_20_7,MHTERM,Open,Site from Data Manager,2025-11-12,,None is not of type 'string'
Query_20_1,ASSNAME,Open,Site from Data Manager,2025-11-12,,None is not of type 'string'
Query_20_1,DSSCAT,Open,Site from Field Monitor,2025-11-06,,None is not of type 'string'
Query_20_1,VSRESN,Open,Site from System,2025-11-11,,None is not of type 'string'
Query_20_1,VSORRESU,Open,Site from System,2025-11-11,,None is not of type 'string'
Query_20_6,VSORRESU,Open,Site from System,2025-11-11,,None is not of type 'string'
Query_20_0,BILDIR_LBVALUE,Open,Site from Data Manager,2025-11-12,,None is not of type 'string'
Query_20_0,SSTAT,Open,Site from Clinical Review,2025-11-13,,None is not of type 'string'
Query_20_2,CMTRT,Open,Site from System,2025-11-13,,None is not of type 'string'
Query_20_5,MHTERM,Open,Site from Data Manager,2025-11-14,,None is not of type 'string'
Query_20_4,ZADSTXT,Open,Site from Clinical Review,2025-10-30,,None is not of type 'string'
Query_20_10,PRTRT,Open,Site from System,2025-11-13,,None is not of type 'string'
Query_20_11,PRTRT,Open,Site from System,2025-11-13,,None is not of type 'string'
Query_20_12,PRTRT,Open,Site from System,2025-11-13,,None is not of type 'string'
Query_20_13,PRTRT,Open,Site from System,2025-11-13,,None is not of type 'string'
Query_20_14,PRTRT,Open,Site from System,2025-11-13,,None is not of type 'string'
Query_20_15,PRTRT,Open,Site from System,2025-11-13,,None is not of type 'string'
Query_20_16,PRTRT,Open,Site from System,2025-11-13,,None is not of type 'string'
Query_20_17,PRTRT,Open,Site from System,2025-11-13,,None is not of type 'string'
Query_20_18,PRTRT,Open,Site from System,2025-11-13,,None is not of type 'string'
Query_20_19,PRTRT,Open,Site from System,2025-11-13,,None is not of type 'string'
Query_20_6,PRTRT,Open,Site from System,2025-11-13,,None is not of type 'string'
Query_20_7,PRTRT,Open,Site from System,2025-11-13,,None is not of type 'string'
Query_20_8,PRTRT,Open,Site from System,2025-11-13,,None is not of type 'string'
Query_20_9,PRTRT,Open,Site from System,2025-11-13,,None is not of type 'string'
Query_20_1,ECSTDAT,Open,Site from System,2025-10-21,,None is not of type 'string'
Query_20_0,INV_RTNL,Open,Site from Safety,2025-11-13,,None is not of type 'string'
Query_20_3,DSSTDAT,Open,Site from System,2025-11-05,,None is not of type 'string'
Query_20_0,ZAYN,Open,Site from Clinical Review,2025-10-30,,None is not of type 'string'
Query_20_1,MHTERM,Open,Site from Data Manager,2025-11-12,,None is not of type 'string'
Query_20_4,MHTERM,Open,Site from System,2025-11-13,,None is not of type 'string'
Query_20_5,MHTERM,Open,Site from Data Manager,2025-11-12,,None is not of type 'string'
Query_20_5,MHTERM,Open,Site from System,2025-11-13,,None is not of type 'string'
Query_20_6,MHTERM,Open,Site from Data Manager,2025-11-12,,None is not of type 'string'
Query_20_6,MHTERM,Open,Site from System,2025-11-13,,None is not of type 'string'
Query_20_7,MHTERM,Open,Site from Data Manager,2025-11-12,,None is not of type 'string'
Query_20_1,ASSNAME,Open,Site from Data Manager,2025-11-12,,None is not of type 'string'
Query_20_1,DSSCAT,Open,Site from Field Monitor,2025-11-06,,None is not of type 'string'
Query_20_1,VSRESN,Open,Site from System,2025-11-11,,None is not of type 'string'
Query_20_1,VSORRESU,Open,Site from System,2025-11-11,,None is not of type 'string'
Query_20_6,VSORRESU,Open,Site from System,2025-11-11,,None is not of type 'string'
Query_20_0,BILDIR_LBVALUE,Open,Site from Data Manager,2025-11-12,,None is not of type 'string'
Query_20_0,SSTAT,Open,Site from Clinical Review,2025-11-13,,None is not of type 'string'
Query_20_2,CMTRT,Open,Site from System,2025-11-13,,None is not of type 'string'
Query_20_5,MHTERM,Open,Site from Data Manager,2025-11-14,,None is not of type 'string'
Query_20_4,ZADSTXT,Open,Site from Clinical Review,2025-10-30,,None is not of type 'string'
Query_20_10,PRTRT,Open,Site from System,2025-11-13,,None is not of type 'string'
Query_20_11,PRTRT,Open,Site from System,2025-11-13,,None is not of type 'string'
Query_20_12,PRTRT,Open,Site from System,2025-11-13,,None is not of type 'string'
Query_20_13,PRTRT,Open,Site from System,2025-11-13,,None is not of type 'string'
Query_20_14,PRTRT,Open,Site from System,2025-11-13,,None is not of type 'string'
Query_20_15,PRTRT,Open,Site from System,2025-11-13,,None is not of type 'string'
Query_20_16,PRTRT,Open,Site from System,2025-11-13,,None is not of type 'string'
Query_20_17,PRTRT,Open,Site from System,2025-11-13,,None is not of type 'string'
Query_20_18,PRTRT,Open,Site from System,2025-11-13,,None is not of type 'string'
Query_20_19,PRTRT,Open,Site from System,2025-11-13,,None is not of type 'string'
Query_20_6,PRTRT,Open,Site from System,2025-11-13,,None is not of type 'string'
Query_20_7,PRTRT,Open,Site from System,2025-11-13,,None is not of type 'string'
Query_20_8,PRTRT,Open,Site from System,2025-11-13,,None is not of type 'string'
Query_20_9,PRTRT,Open,Site from System,2025-11-13,,None is not of type 'string'
Query_20_1,ECSTDAT,Open,Site from System,2025-10-21,,None is not of type 'string'
Query_20_0,INV_RTNL,Open,Site from Safety,2025-11-13,,None is not of type 'string'
Query_20_3,DSSTDAT,Open,Site from System,2025-11-05,,None is not of type 'string'
Query_20_0,ZAYN,Open,Site from Clinical Review,2025-10-30,,None is not of type 'string'
