QueryID,FieldOID,QueryStatus,MarkingGroup,OpenDate,ResponseDate,error
Query_7_0,LBDAT,Open,Site from Field Monitor,2025-11-13,,None is not of type 'string'
Query_7_0,SSTAT,Open,Site from Clinical Review,2025-10-28,,None is not of type 'string'
Query_7_0,SSTAT,Open,Site from Clinical Review,2025-10-28,,None is not of type 'string'
Query_7_0,SSTAT,Open,Site from Clinical Review,2025-11-10,,None is not of type 'string'
Query_7_3,ZWRSFLT,Open,Site from System,2025-11-04,,None is not of type 'string'
Query_7_3,ZWRSFLT,Open,Site from System,2025-10-29,,None is not of type 'string'
Query_7_3,ZWRSFLT,Open,Site from System,2025-10-29,,None is not of type 'string'
Query_7_2,AESER,Open,Site from Medical Review,2025-11-12,,None is not of type 'string'
Query_7_2,AEOUT,Open,Site from Clinical Review,2025-11-13,,None is not of type 'string'
Query_7_2,AEREL_1,Open,Site from Clinical Review,2025-11-13,,None is not of type 'string'
Query_7_3,AEACN_1,Open,Site from Clinical Review,2025-11-10,,None is not of type 'string'
Query_7_21,CMTRT,Open,DM from System,2025-11-10,,None is not of type 'string'
Query_7_22,CMTRT,Open,DM from System,2025-11-10,,None is not of type 'string'
Query_7_3,ZWRSFLT,Open,Site from System,2025-10-29,,None is not of type 'string'
Query_7_1,ASSNAME,Open,Site from Data Manager,2025-11-14,,None is not of type 'string'
Query_7_3,ZWRSFLT,Open,Site from System,2025-10-31,,None is not of type 'string'
Query_7_3,ECREASCH,Open,Site from Clinical Review,2025-11-10,,None is not of type 'string'
Query_7_3,ECTYCHG,Open,Site from Clinical Review,2025-11-10,,None is not of type 'string'
Query_7_1,DRUG_TRT,Open,Site from Safety,2025-11-10,,None is not of type 'string'
Query_7_2,SAE_DRG2,Open,Site from Safety,2025-11-06,,None is not of type 'string'
Query_7_2,SAE_OTHER,Open,Site from Safety,2025-11-06,,None is not of type 'string'
Query_7_2,SAE_OUT,Open,Site from Safety,2025-11-10,,None is not of type 'string'
Query_7_3,SAE_STDT,Open,Site from Safety,2025-11-05,,None is not of type 'string'
Query_7_3,INVDT,Open,Site from Safety,2025-11-05,,None is not of type 'string'
Query_7_3,SAE_ENDT,Open,Site from Safety,2025-11-05,,None is not of type 'string'
Query_7_3,SAE_OTHER,Open,Site from Safety,2025-11-05,,None is not of type 'string'
Query_7_3,ZWRSFLT,Open,Site from System,2025-11-13,,None is not of type 'string'
Query_7_3,ZWRSFLT,Open,Site from System,2025-08-12,,None is not of type 'string'
Query_7_3,ZWRSFLT,Open,Site from System,2025-09-29,,None is not of type 'string'
Query_7_3,ZWRSFLT,Open,Site from System,2025-08-05,,None is not of type 'string'
Query_7_3,ZWRSFLT,Open,Site from System,2025-08-14,,None is not of type 'string'
Query_7_3,ZWRSFLT,Open,Site from System,2025-10-13,,None is not of type 'string'
Query_7_3,ZWRSFLT,Open,Site from System,2025-08-22,,None is not of type 'string'
Query_7_3,ECREASCH,Open,DM from System,2025-10-20,,None is not of type 'string'
Query_7_3,ZWRSFLT,Open,Site from System,2025-10-17,,None is not of type 'string'
Query_7_118,CMTRT,Open,DM from System,2025-11-11,,None is not of type 'string'
Query_7_119,CMTRT,Open,Site from System,2025-11-13,,None is not of type 'string'
Query_7_31,CMTRT,Open,DM from System,2025-10-30,,None is not of type 'string'
Query_7_32,CMTRT,Open,DM from System,2025-10-30,,None is not of type 'string'
Query_7_39,CMTRT,Open,DM from System,2025-10-29,,None is not of type 'string'
