Dictionary,DictionaryVersion,VerbatimTerm,CodingStatus,error
WHODrug,202509,1,Coded Term,1 is not of type 'string'
WHODrug,202509,2,Coded Term,2 is not of type 'string'
WHODrug,202509,3,Coded Term,3 is not of type 'string'
WHODrug,202509,1,Coded Term,1 is not of type 'string'
WHODrug,202509,1,Coded Term,1 is not of type 'string'
WHODrug,202509,1,Coded Term,1 is not of type 'string'
WHODrug,202509,2,Coded Term,2 is not of type 'string'
WHODrug,202509,3,Coded Term,3 is not of type 'string'
WHODrug,202509,1,Coded Term,1 is not of type 'string'
WHODrug,202509,2,Coded Term,2 is not of type 'string'
WHODrug,202509,1,Coded Term,1 is not of type 'string'
WHODrug,202509,2,Coded Term,2 is not of type 'string'
WHODrug,202509,3,Coded Term,3 is not of type 'string'
WHODrug,202509,1,Coded Term,1 is not of type 'string'
WHODrug,202509,2,Coded Term,2 is not of type 'string'
WHODrug,202509,1,Coded Term,1 is not of type 'string'
WHODrug,202509,2,Coded Term,2 is not of type 'string'
WHODrug,202509,3,Coded Term,3 is not of type 'string'
WHODrug,202509,1,Coded Term,1 is not of type 'string'
WHODrug,202509,1,Coded Term,1 is not of type 'string'
WHODrug,202509,1,Coded Term,1 is not of type 'string'
WHODrug,202509,2,Coded Term,2 is not of type 'string'
WHODrug,202509,3,Coded Term,3 is not of type 'string'
WHODrug,202509,4,Coded Term,4 is not of type 'string'
WHODrug,202509,5,Coded Term,5 is not of type 'string'
WHODrug,202509,6,Coded Term,6 is not of type 'string'
WHODrug,202509,1,Coded Term,1 is not of type 'string'
WHODrug,202509,1,Coded Term,1 is not of type 'string'
WHODrug,202509,2,Coded Term,2 is not of type 'string'
WHODrug,202509,3,Coded Term,3 is not of type 'string'
WHODrug,202509,4,Coded Term,4 is not of type 'string'
WHODrug,202509,1,Coded Term,1 is not of type 'string'
WHODrug,202509,2,Coded Term,2 is not of type 'string'
WHODrug,202509,1,Coded Term,1 is not of type 'string'
WHODrug,202509,1,Coded Term,1 is not of type 'string'
WHODrug,202509,1,Coded Term,1 is not of type 'string'
WHODrug,202509,1,Coded Term,1 is not of type 'string'
WHODrug,202509,1,Coded Term,1 is not of type 'string'
WHODrug,202509,2,Coded Term,2 is not of type 'string'
WHODrug,202509,3,Coded Term,3 is not of type 'string'
WHODrug,202509,1,Coded Term,1 is not of type 'string'
WHODrug,202409,1,Coded Term,1 is not of type 'string'
WHODrug,202509,1,Coded Term,1 is not of type 'string'
WHODrug,202509,1,Coded Term,1 is not of type 'string'
WHODrug,202509,1,Coded Term,1 is not of type 'string'
WHODrug,202509,2,Coded Term,2 is not of type 'string'
WHODrug,202509,3,Coded Term,3 is not of type 'string'
WHODrug,202509,1,Coded Term,1 is not of type 'string'
WHODrug,202509,2,Coded Term,2 is not of type 'string'
WHODrug,202509,1,Coded Term,1 is not of type 'string'
WHODrug,202509,2,Coded Term,2 is not of type 'string'
WHODrug,202509,3,Coded Term,3 is not of type 'string'
WHODrug,202509,1,Coded Term,1 is not of type 'string'
WHODrug,202509,2,Coded Term,2 is not of type 'string'
WHODrug,202509,1,Coded Term,1 is not of type 'string'
WHODrug,202509,2,Coded Term,2 is not of type 'string'
WHODrug,202509,1,Coded Term,1 is not of type 'string'
WHODrug,202509,2,Coded Term,2 is not of type 'string'
WHODrug,202509,3,Coded Term,3 is not of type 'string'
WHODrug,202509,1,Coded Term,1 is not of type 'string'
WHODrug,202509,2,Coded Term,2 is not of type 'string'
WHODrug,202509,3,Coded Term,3 is not of type 'string'
WHODrug,202509,4,Coded Term,4 is not of type 'string'
WHODrug,202509,1,Coded Term,1 is not of type 'string'
WHODrug,202509,1,Coded Term,1 is not of type 'string'
WHODrug,202509,1,Coded Term,1 is not of type 'string'
WHODrug,202509,2,Coded Term,2 is not of type 'string'
WHODrug,202509,1,Coded Term,1 is not of type 'string'
WHODrug,202509,1,Coded Term,1 is not of type 'string'
WHODrug,202509,2,Coded Term,2 is not of type 'string'
WHODrug,202509,1,Coded Term,1 is not of type 'string'
WHODrug,202509,2,Coded Term,2 is not of type 'string'
WHODrug,202509,1,Coded Term,1 is not of type 'string'
WHODrug,202509,2,Coded Term,2 is not of type 'string'
WHODrug,202509,3,Coded Term,3 is not of type 'string'
WHODrug,202509,1,Coded Term,1 is not of type 'string'
WHODrug,202509,2,Coded Term,2 is not of type 'string'
WHODrug,202509,1,Coded Term,1 is not of type 'string'
WHODrug,202509,2,Coded Term,2 is not of type 'string'
WHODrug,202509,3,Coded Term,3 is not of type 'string'
WHODrug,202509,1,Coded Term,1 is not of type 'string'
WHODrug,202509,2,Coded Term,2 is not of type 'string'
WHODrug,202509,3,Coded Term,3 is not of type 'string'
WHODrug,202509,1,Coded Term,1 is not of type 'string'
WHODrug,202509,1,Coded Term,1 is not of type 'string'
WHODrug,202509,1,Coded Term,1 is not of type 'string'
WHODrug,202509,2,Coded Term,2 is not of type 'string'
WHODrug,202509,1,Coded Term,1 is not of type 'string'
WHODrug,202509,2,Coded Term,2 is not of type 'string'
WHODrug,202509,1,Coded Term,1 is not of type 'string'
WHODrug,202509,2,Coded Term,2 is not of type 'string'
WHODrug,202509,3,Coded Term,3 is not of type 'string'
WHODrug,202509,1,Coded Term,1 is not of type 'string'
WHODrug,202509,1,Coded Term,1 is not of type 'string'
WHODrug,202509,1,Coded Term,1 is not of type 'string'
WHODrug,202509,2,Coded Term,2 is not of type 'string'
WHODrug,202509,3,Coded Term,3 is not of type 'string'
WHODrug,202509,1,Coded Term,1 is not of type 'string'
WHODrug,202509,2,Coded Term,2 is not of type 'string'
WHODrug,202509,3,Coded Term,3 is not of type 'string'
WHODrug,202509,1,Coded Term,1 is not of type 'string'
WHODrug,202509,2,Coded Term,2 is not of type 'string'
WHODrug,202509,3,Coded Term,3 is not of type 'string'
WHODrug,202509,1,Coded Term,1 is not of type 'string'
WHODrug,202509,2,Coded Term,2 is not of type 'string'
WHODrug,202509,1,Coded Term,1 is not of type 'string'
WHODrug,202509,1,Coded Term,1 is not of type 'string'
WHODrug,202509,1,Coded Term,1 is not of type 'string'
WHODrug,202509,1,Coded Term,1 is not of type 'string'
MedDRA,28.1,1,Coded Term,1 is not of type 'string'
MedDRA,28.1,1,Coded Term,1 is not of type 'string'
MedDRA,28.1,1,Coded Term,1 is not of type 'string'
MedDRA,,2,UnCoded Term,2 is not of type 'string'
MedDRA,,3,UnCoded Term,3 is not of type 'string'
MedDRA,,4,UnCoded Term,4 is not of type 'string'
MedDRA,28.1,1,Coded Term,1 is not of type 'string'
MedDRA,,1,UnCoded Term,1 is not of type 'string'
MedDRA,28.1,1,Coded Term,1 is not of type 'string'
MedDRA,28.1,1,Coded Term,1 is not of type 'string'
MedDRA,28.1,3,Coded Term,3 is not of type 'string'
MedDRA,28.1,1,Coded Term,1 is not of type 'string'
MedDRA,,1,UnCoded Term,1 is not of type 'string'
MedDRA,28.1,1,Coded Term,1 is not of type 'string'
MedDRA,28.1,2,Coded Term,2 is not of type 'string'
MedDRA,28.1,1,Coded Term,1 is not of type 'string'
MedDRA,27.1,1,Coded Term,1 is not of type 'string'
MedDRA,28.1,2,Coded Term,2 is not of type 'string'
MedDRA,28.1,4,Coded Term,4 is not of type 'string'
MedDRA,28.1,1,Coded Term,1 is not of type 'string'
MedDRA,28.1,2,Coded Term,2 is not of type 'string'
MedDRA,28.1,1,Coded Term,1 is not of type 'string'
MedDRA,28.1,1,Coded Term,1 is not of type 'string'
MedDRA,28.1,2,Coded Term,2 is not of type 'string'
MedDRA,28.1,3,Coded Term,3 is not of type 'string'
MedDRA,28.1,4,Coded Term,4 is not of type 'string'
MedDRA,28.1,1,Coded Term,1 is not of type 'string'
MedDRA,28.1,1,Coded Term,1 is not of type 'string'
MedDRA,28.1,2,Coded Term,2 is not of type 'string'
MedDRA,28.1,1,Coded Term,1 is not of type 'string'
MedDRA,28.1,1,Coded Term,1 is not of type 'string'
MedDRA,28.1,2,Coded Term,2 is not of type 'string'
MedDRA,28.1,3,Coded Term,3 is not of type 'string'
MedDRA,28.1,4,Coded Term,4 is not of type 'string'
MedDRA,28.1,1,Coded Term,1 is not of type 'string'
MedDRA,28.1,2,Coded Term,2 is not of type 'string'
MedDRA,28.1,3,Coded Term,3 is not of type 'string'
MedDRA,28.1,4,Coded Term,4 is not of type 'string'
MedDRA,28.1,1,Coded Term,1 is not of type 'string'
MedDRA,28.1,1,Coded Term,1 is not of type 'string'
MedDRA,28.1,3,Coded Term,3 is not of type 'string'
MedDRA,28.1,4,Coded Term,4 is not of type 'string'
MedDRA,28.1,5,Coded Term,5 is not of type 'string'
MedDRA,28.1,1,Coded Term,1 is not of type 'string'
MedDRA,28.1,2,Coded Term,2 is not of type 'string'
MedDRA,28.1,3,Coded Term,3 is not of type 'string'
MedDRA,28.1,1,Coded Term,1 is not of type 'string'
MedDRA,28.1,1,Coded Term,1 is not of type 'string'
MedDRA,28.1,2,Coded Term,2 is not of type 'string'
MedDRA,28.1,3,Coded Term,3 is not of type 'string'
MedDRA,28.1,1,Coded Term,1 is not of type 'string'
