QueryID,FieldOID,QueryStatus,MarkingGroup,OpenDate,ResponseDate,error
Query_16_9,AEENTIM,Open,Site from System,2025-11-10,,None is not of type 'string'
Query_16_54,CMTRT,Open,DM from System,2025-08-14,,None is not of type 'string'
Query_16_11,MHSTDAT,Open,Site from Clinical Review,2025-11-12,,None is not of type 'string'
Query_16_8,MHSTDAT,Open,Site from Clinical Review,2025-11-12,,None is not of type 'string'
Query_16_78,CMTRT,Open,DM from System,2025-10-29,,None is not of type 'string'
Query_16_23,CMTRT,Open,DM from System,2025-10-31,,None is not of type 'string'
Query_16_11,AETERM,Open,Site from System,2025-11-04,,None is not of type 'string'
Query_16_75,CMTRT,Open,DM from System,2025-10-29,,None is not of type 'string'
Query_16_79,CMTRT,Open,DM from System,2025-11-03,,None is not of type 'string'
Query_16_80,CMTRT,Open,DM from System,2025-11-04,,None is not of type 'string'
Query_16_95,CMTRT,Open,DM from System,2025-11-04,,None is not of type 'string'
Query_16_97,CMTRT,Open,DM from System,2025-11-04,,None is not of type 'string'
Query_16_1,DRUG_ROUTE,Open,Site from Safety,2025-11-04,,None is not of type 'string'
Query_16_10,MHSTDAT,Open,Site from Clinical Review,2025-11-12,,None is not of type 'string'
Query_16_21,CMTRT,Open,DM from System,2025-11-04,,None is not of type 'string'
Query_16_22,CMTRT,Open,Site from System,2025-10-26,,None is not of type 'string'
Query_16_24,CMTRT,Open,Site from System,2025-11-05,,None is not of type 'string'
Query_16_26,CMTRT,Open,DM from System,2025-11-03,,None is not of type 'string'
Query_16_27,CMTRT,Open,Site from System,2025-10-29,,None is not of type 'string'
Query_16_31,CMTRT,Open,DM from System,2025-11-11,,None is not of type 'string'
Query_16_37,CMTRT,Open,DM from System,2025-11-04,,None is not of type 'string'
Query_16_3,PRTRT,Open,Site from System,2025-11-03,,None is not of type 'string'
Query_16_0,AEYN,Open,Site from Data Manager,2025-11-05,,None is not of type 'string'
Query_16_6,AECONTRT,Open,Site from Data Manager,2025-10-22,,None is not of type 'string'
Query_16_24,MHTERM,Open,Site from Clinical Review,2025-11-09,,None is not of type 'string'
Query_16_0,VSTIM,Open,Site from Clinical Review,2025-11-03,,None is not of type 'string'
Query_16_0,CMYN,Open,Site from Data Manager,2025-10-28,,None is not of type 'string'
Query_16_24,CMTRT,Open,DM from System,2025-10-02,,None is not of type 'string'
Query_16_29,CMTRT,Open,Site from System,2025-11-03,,None is not of type 'string'
Query_16_30,CMTRT,Open,Site from System,2025-11-03,,None is not of type 'string'
Query_16_31,CMTRT,Open,Site from System,2025-11-03,,None is not of type 'string'
Query_16_32,CMTRT,Open,DM from System,2025-11-04,,None is not of type 'string'
Query_16_34,CMTRT,Open,Site from System,2025-11-03,,None is not of type 'string'
Query_16_35,CMTRT,Open,Site from System,2025-10-29,,None is not of type 'string'
Query_16_36,CMTRT,Open,DM from System,2025-11-04,,None is not of type 'string'
Query_16_38,CMTRT,Open,Site from System,2025-11-05,,None is not of type 'string'
Query_16_8,PRTRT,Open,Site from System,2025-10-28,,None is not of type 'string'
Query_16_21,CMTRT,Open,DM from System,2025-10-06,,None is not of type 'string'
Query_16_0,QSRESCD_20,Open,Monitor from DM,2025-06-11,,None is not of type 'string'
Query_16_0,SVSTDT,Open,Site from Data Manager,2025-11-11,,None is not of type 'string'
Query_16_0,AEYN,Open,Site from Data Manager,2025-11-05,,None is not of type 'string'
Query_16_1,ECSTDAT,Open,Site from Data Manager,2025-11-13,,None is not of type 'string'
Query_16_1,DSSTDAT,Open,Site from Data Manager,2025-11-11,,None is not of type 'string'
Query_16_1,DSSTDAT,Open,Site from Data Manager,2025-11-11,,None is not of type 'string'
Query_16_20,MHTERM,Open,Site from System,2025-11-11,,None is not of type 'string'
Query_16_21,MHTERM,Open,Site from System,2025-11-11,,None is not of type 'string'
Query_16_0,SVSTDT,Open,Site from Data Manager,2025-11-11,,None is not of type 'string'
Query_16_0,AEYN,Open,Site from Data Manager,2025-11-11,,None is not of type 'string'
Query_16_7,AEREL,Open,Site from Clinical Review,2025-11-12,,None is not of type 'string'
Query_16_8,AEREL,Open,Site from Clinical Review,2025-11-09,,None is not of type 'string'
Query_16_0,SVSTDT,Open,Site from Data Manager,2025-11-10,,None is not of type 'string'
Query_16_1,PCDAT,Open,Site from Data Manager,2025-11-06,,None is not of type 'string'
Query_16_0,VETERM,Open,Site from Field Monitor,2025-11-05,,None is not of type 'string'
Query_16_0,SVSTDT,Open,Site from Field Monitor,2025-11-05,,None is not of type 'string'
Query_16_1,ECSTTIM,Open,Site from Data Manager,2025-11-05,,None is not of type 'string'
Query_16_1,DSSTDAT,Open,Site from Data Manager,2025-11-11,,None is not of type 'string'
Query_16_1,AERELDEV,Open,Site from Clinical Review,2025-11-09,,None is not of type 'string'
Query_16_1,AEREL,Open,Site from Clinical Review,2025-11-09,,None is not of type 'string'
Query_16_8,CMTRT,Open,DM from System,2025-10-31,,None is not of type 'string'
Query_16_0,DSDECOD,Open,Site from Data Manager,2025-09-03,,None is not of type 'string'
Query_16_0,VEOCCUR,Open,Site from Data Manager,2025-11-12,,None is not of type 'string'
Query_16_0,SVSTDT,Open,Site from Data Manager,2025-11-12,,None is not of type 'string'
Query_16_7,CMTRT,Open,DM from System,2025-09-24,,None is not of type 'string'
Query_16_1,DSDECOD,Open,Site from System,2025-10-16,,None is not of type 'string'
Query_16_0,SVSTDT,Open,Site from Data Manager,2025-10-31,,None is not of type 'string'
Query_16_0,VEOCCUR,Open,Site from Data Manager,2025-10-27,,None is not of type 'string'
Query_16_0,QSRESN,Open,Site from System,2025-11-11,,None is not of type 'string'
Query_16_0,AEYN,Open,Site from Data Manager,2025-11-11,,None is not of type 'string'
Query_16_3,AEOUT,Open,Site from Clinical Review,2025-11-12,,None is not of type 'string'
Query_16_1,PRTORGVN,Open,Site from Data Manager,2025-11-11,,None is not of type 'string'
Query_16_0,SVSTDT,Open,Site from Data Manager,2025-11-10,,None is not of type 'string'
Query_16_0,CMYN,Open,Site from Data Manager,2025-11-11,,None is not of type 'string'
Query_16_10,CMDSTXT,Open,Site from Data Manager,2025-11-11,,None is not of type 'string'
Query_16_1,PCDAT,Open,Site from Data Manager,2025-11-11,,None is not of type 'string'
